2,2,5,0.046409,0.005350
2,2,6,0.054205,0.013800
2,2,7,0.054388,0.024275
2,2,8,0.071383,0.026693
2,2,9,0.081962,0.029217
2,2,10,0.099191,0.032876
2,2,11,0.122404,0.034021
2,2,12,0.171547,0.043900
2,2,13,0.191464,0.058288
2,2,14,0.229467,0.063571
2,2,15,0.275161,0.068002
2,2,16,0.330587,0.071675
2,2,17,0.396721,0.076132
2,2,18,0.473640,0.080017
2,2,19,0.557239,0.089078
2,2,20,0.659629,0.092905
2,2,21,0.766376,0.102469
2,2,22,0.889354,0.104485
2,2,23,1.025848,0.109499
2,2,24,1.176845,0.110018
2,2,25,1.346126,0.110922
2,2,26,1.525365,0.111848
2,2,27,1.729807,0.112953
2,2,28,1.939472,0.117650
2,2,29,2.179762,0.151120
2,2,30,2.431605,0.160344
2,2,31,2.730482,0.176809
2,2,32,3.027467,0.189292
2,2,33,3.333845,0.191382
2,2,34,3.692076,0.200607
2,2,35,4.073320,0.212601
2,2,36,4.461893,0.249367
2,2,37,4.897202,0.277223
2,2,38,5.376160,0.280064
2,2,39,5.832021,0.280728
2,2,40,6.372075,0.283482
2,2,41,6.962715,0.287880
2,2,42,7.496722,0.291250
2,2,43,8.163757,0.293927
2,2,44,8.786552,0.325769
2,2,45,9.541245,0.355611
2,2,46,10.229245,0.489677
2,2,47,11.035333,0.528734
2,2,48,11.831325,0.675178
2,2,49,12.694512,0.724297
2,2,50,13.638470,0.732818
2,2,51,14.528626,0.735791
2,2,52,15.589008,0.742360
2,2,53,16.617963,0.744693
2,2,54,17.693292,0.750554
2,2,55,18.834566,0.756112
2,2,56,19.996247,0.802945
2,2,57,21.308138,0.843064
2,2,58,22.632010,0.853053
2,2,59,23.981718,0.862328
2,2,60,25.409647,0.903189
2,2,61,26.952046,0.943624
2,2,62,28.496613,1.005647
2,2,63,30.186197,1.048649
2,2,64,31.993905,1.100881
2,2,65,33.677682,1.130928
2,2,66,35.729958,1.176061
2,2,67,37.839356,1.202765
2,2,68,39.657922,1.225748
2,2,69,41.554163,1.246345
2,2,70,43.660808,1.258340
2,2,71,45.932438,1.297194
2,2,72,48.184771,1.325393
2,2,73,50.619353,1.346753
2,2,74,53.169642,1.364107
2,2,75,55.724300,1.397091
2,2,76,58.452685,1.413790
2,2,77,61.137003,1.444378
2,2,78,64.006670,1.454965
2,2,79,67.213846,1.478275
2,2,80,70.127345,1.489762
2,2,81,73.394532,1.511987
2,2,82,76.256998,1.527770
2,2,83,80.165565,1.543869
2,2,84,83.050330,1.560876
2,2,85,86.783018,1.569167
2,2,86,90.210851,1.587709
2,2,87,94.379560,1.593123
2,2,88,97.876040,1.609664
2,2,89,101.759197,1.635384
2,2,90,105.990157,1.644945
2,2,91,110.199336,1.649468
2,2,92,114.641872,1.658905
2,2,93,119.050687,1.662658
2,2,94,124.411389,1.670389
2,2,95,128.558287,1.688294
2,2,96,133.979596,1.699809
2,2,97,138.463649,1.702515
2,2,98,143.784453,1.714457
2,2,99,149.148846,1.719858
2,2,100,154.269689,1.730647
2,2,101,160.188728,1.745197
2,2,102,166.245629,1.757368
2,2,103,172.982058,1.762512
2,2,104,177.940887,1.770374
2,2,105,183.833588,1.784613
2,2,106,191.032154,1.818108
2,2,107,196.781617,1.836894
2,2,108,203.690020,1.854059
2,2,109,210.922605,1.863434
2,2,110,218.188213,1.892738
2,2,111,224.644116,1.935762
2,2,112,233.503552,1.955963
2,2,113,239.092752,1.966671
2,2,114,246.900789,1.989810
2,2,115,254.233465,2.005837
2,2,116,262.424958,2.069589
2,2,117,271.151339,2.159069
2,2,118,279.422550,2.197679
2,2,119,290.255264,2.209458
2,2,120,297.230712,2.226606
2,2,121,305.975705,2.234235
2,2,122,314.841776,2.242406
2,2,123,326.780151,2.311018
2,2,126,356.116104,2.527371
2,2,127,364.198544,2.573098
2,2,128,375.877109,2.611688
2,2,129,386.995434,2.653735
2,2,130,396.856850,2.703812
2,2,131,409.750864,2.756766
2,2,132,422.869308,2.826722
2,2,133,432.606258,2.870832
2,2,134,443.855552,2.912039
2,2,135,458.544694,2.975166
2,2,136,469.301998,3.004377
2,2,137,485.299072,3.038309
2,2,138,497.848966,3.087960
2,2,139,512.503969,3.104161
2,2,140,524.592031,3.114565
2,2,141,534.316258,3.131295
2,2,142,549.193004,3.193399
2,2,143,563.119510,3.253626
2,2,144,579.773793,3.266382
2,2,145,592.639081,3.283338
2,2,146,607.788198,3.304450
2,2,147,623.805490,3.343014
2,2,148,640.910011,3.387030
2,2,149,659.290090,3.430468
2,2,150,671.348874,3.489549
2,2,151,688.128751,3.532918
2,2,152,704.899737,3.587524
2,2,153,721.491142,3.605332
2,2,154,742.014126,3.621201
2,2,155,757.438463,3.679973
2,2,156,774.713758,3.755410
2,2,157,793.298783,3.771256
2,2,158,813.076546,3.798343
2,2,159,830.030785,3.831335
2,2,160,851.484775,3.859392
2,2,161,870.480425,3.886711
2,2,162,890.388473,3.945221
2,2,163,911.180899,3.982666
2,2,164,933.323887,4.027844
2,2,165,954.145661,4.063909
2,2,166,980.912820,4.112199
2,2,167,997.707263,4.185694
2,2,168,1018.912881,4.218114
2,2,169,1052.855532,4.261831
2,2,170,1063.730749,4.315381
2,2,171,1094.913155,4.372088
2,2,172,1116.778562,4.423423
2,2,173,1135.817062,4.442080
2,2,174,1159.597585,4.486495
2,2,175,1186.550123,4.552542
2,2,176,1209.757569,4.575350
2,2,177,1236.926213,4.594160
2,2,178,1258.594836,4.647430
2,2,179,1304.604680,4.734376
2,2,180,1318.722655,4.766299
2,2,181,1361.360713,4.779663
2,2,182,1386.528257,4.893460
2,2,183,1401.712212,4.924338
2,2,184,1445.554442,4.946525
2,2,185,1469.386152,4.955058
2,2,186,1484.884762,4.968308
2,2,187,1515.852256,5.082961
2,2,188,1543.890854,5.176185
2,2,189,1576.633298,5.337105
2,2,190,1605.620116,5.535635
2,2,191,1646.031254,5.784166
2,2,192,1679.025209,5.876201
2,2,193,1702.895138,6.017720
2,2,194,1732.893766,6.111688
2,2,195,1777.270834,6.311640
2,2,196,1802.659774,6.539890
2,2,197,1834.426092,6.648071
2,2,198,1871.062212,6.804725
2,2,199,1908.408850,7.046072
2,2,200,1952.899921,7.106207
2,2,201,1980.726874,7.425057
2,2,202,2024.907394,7.637547
2,2,203,2069.253989,7.866384
2,2,204,2096.927908,8.193717
2,2,205,2132.382782,8.377643
2,2,206,2176.991780,8.533521
2,2,207,2215.465801,8.603145
2,2,208,2263.362660,8.639010
2,2,209,2297.760001,8.712370
2,2,210,2358.728978,8.741325
2,2,211,2369.270228,8.801314
2,2,212,2440.332335,8.872635
2,2,213,2478.536546,9.053341
2,2,214,2507.599795,9.249933
2,2,215,2553.334553,9.359174
2,2,216,2608.989057,9.414553
2,2,217,2631.435502,9.589643
2,2,218,2693.619722,9.769922
2,2,219,2735.319131,9.830494
2,2,220,2793.402662,10.108622
2,2,221,2823.704660,10.561490
2,2,222,2902.034992,10.727891
2,2,223,2918.796909,10.793259
2,2,224,2980.931314,10.836791
2,2,225,3040.855220,11.082660
2,2,226,3066.628614,11.180394
2,2,227,3114.488005,11.231511
2,2,228,3194.357854,11.278807
2,2,229,3240.811604,11.368909
2,2,230,3280.735772,11.439897
2,2,231,3366.023140,11.495162
2,2,232,3386.775358,11.531167
2,2,233,3476.007057,11.679845
2,2,236,3638.388392,12.028218
2,2,237,3905.609465,12.401478
2,2,238,3749.032220,12.498066
2,2,239,3816.624932,12.572200
